area,response,var,label,estimate,ci,pd,ps,bf,ess,rhat
Laboratory and Cellular,Cholesterol,[PCOV NoV] x [Pathologies: Obesity (Yes)],"$\beta$ = 0.09, CI~95%~[-0.84, 0.98], pd = 57.2%, ps = 48.8%, BF~10~ = 0.16",0.09,"[-0.84, 0.98]",0.572,0.488,0.16,10861.1,1
Laboratory and Cellular,Cholesterol,[PCOV NoV] x [Sex: Female],"$\beta$ = 0.19, CI~95%~[-0.37, 0.76], pd = 75.1%, ps = 62.3%, BF~10~ = 0.11",0.19,"[-0.37, 0.76]",0.751,0.623,0.11,12359.8,1
Laboratory and Cellular,Cholesterol,[PCOV Severity Score],"$\beta$ = -0.04, CI~95%~[-0.95, 0.87], pd = 53.3%, ps = 44.6%, BF~10~ = 0.16",-0.04,"[-0.95, 0.87]",0.533,0.446,0.16,6922.3,1
Laboratory and Cellular,Cholesterol,[PCOV Severity Score] x [Age],"$\beta$ = -0.03, CI~95%~[-0.41, 0.34], pd = 57.4%, ps = 36.3%, BF~10~ = 0.07",-0.03,"[-0.41, 0.34]",0.574,0.363,0.07,9165.7,1
Laboratory and Cellular,Cholesterol,[PCOV Severity Score] x [Education level: Cubic],"$\beta$ = -0.07, CI~95%~[-2.12, 1.95], pd = 52.6%, ps = 48.7%, BF~10~ = 0.35",-0.07,"[-2.12, 1.95]",0.526,0.487,0.35,7065.1,1
Laboratory and Cellular,Cholesterol,[PCOV Severity Score] x [Education level: Linear],"$\beta$ = 0.52, CI~95%~[-2.06, 3], pd = 65%, ps = 62.4%, BF~10~ = 0.48",0.52,"[-2.06, 3]",0.65,0.624,0.48,6970.5,1
Laboratory and Cellular,Cholesterol,[PCOV Severity Score] x [Education level: Quadratic],"$\beta$ = 0.32, CI~95%~[-1.78, 2.35], pd = 61.9%, ps = 58.3%, BF~10~ = 0.37",0.32,"[-1.78, 2.35]",0.619,0.583,0.37,7575.9,1
Laboratory and Cellular,Cholesterol,[PCOV Severity Score] x [Fatigue scale],"$\beta$ = 0.02, CI~95%~[-0.26, 0.26], pd = 54.8%, ps = 25.3%, BF~10~ = 0.04",0.02,"[-0.26, 0.26]",0.548,0.253,0.04,12268.2,1
Laboratory and Cellular,Cholesterol,[PCOV Severity Score] x [Pathologies: Diabetes (Yes)],"$\beta$ = 0.36, CI~95%~[-0.47, 1.09], pd = 81.3%, ps = 73.9%, BF~10~ = 0.19",0.36,"[-0.47, 1.09]",0.813,0.739,0.19,11139,1
Laboratory and Cellular,Cholesterol,[PCOV Severity Score] x [Pathologies: Dyslipidemia (Yes)],"$\beta$ = -0.31, CI~95%~[-1.03, 0.36], pd = 80.4%, ps = 71.8%, BF~10~ = 0.17",-0.31,"[-1.03, 0.36]",0.804,0.718,0.17,12492.6,1
Laboratory and Cellular,Cholesterol,[PCOV Severity Score] x [Pathologies: Hypertension (Yes)],"$\beta$ = 0.09, CI~95%~[-0.54, 0.77], pd = 60.6%, ps = 48.5%, BF~10~ = 0.12",0.09,"[-0.54, 0.77]",0.606,0.485,0.12,8840.1,1
Laboratory and Cellular,Cholesterol,[PCOV Severity Score] x [Pathologies: Obesity (Yes)],"$\beta$ = 0.62, CI~95%~[-0.51, 1.78], pd = 86.3%, ps = 82%, BF~10~ = 0.34",0.62,"[-0.51, 1.78]",0.863,0.82,0.34,11756.9,1
Laboratory and Cellular,Cholesterol,[PCOV Severity Score] x [Sex: Female],"$\beta$ = -0.25, CI~95%~[-0.82, 0.34], pd = 80%, ps = 69.3%, BF~10~ = 0.14",-0.25,"[-0.82, 0.34]",0.8,0.693,0.14,9898.4,1
Laboratory and Cellular,Cholesterol,[Pathologies: Diabetes (Yes)],"$\beta$ = -0.35, CI~95%~[-1.11, 0.41], pd = 81.8%, ps = 74.1%, BF~10~ = 0.2",-0.35,"[-1.11, 0.41]",0.818,0.741,0.2,9958.9,1
Laboratory and Cellular,Cholesterol,[Pathologies: Dyslipidemia (Yes)],"$\beta$ = 0.3, CI~95%~[-0.62, 1.18], pd = 74.3%, ps = 66.5%, BF~10~ = 0.19",0.3,"[-0.62, 1.18]",0.743,0.665,0.19,11410.4,1
Laboratory and Cellular,Cholesterol,[Pathologies: Hypertension (Yes)],"$\beta$ = -0.29, CI~95%~[-0.92, 0.29], pd = 82.9%, ps = 73.5%, BF~10~ = 0.16",-0.29,"[-0.92, 0.29]",0.829,0.735,0.16,10657.2,1
Laboratory and Cellular,Cholesterol,[Pathologies: Obesity (Yes)],"$\beta$ = 0.25, CI~95%~[-0.69, 1.24], pd = 69.5%, ps = 62.2%, BF~10~ = 0.19",0.25,"[-0.69, 1.24]",0.695,0.622,0.19,12129.1,1
Laboratory and Cellular,Cholesterol,[Sex: Female],"$\beta$ = -0.01, CI~95%~[-0.49, 0.49], pd = 52.2%, ps = 36.4%, BF~10~ = 0.08",-0.01,"[-0.49, 0.49]",0.522,0.364,0.08,11802.6,1.001
Laboratory and Cellular,Creatinine,[Age],"$\beta$ = 0.15, CI~95%~[-0.08, 0.4], pd = 89.1%, ps = 66.4%, BF~10~ = 0.09",0.15,"[-0.08, 0.4]",0.891,0.664,0.09,10939.5,1
Laboratory and Cellular,Creatinine,[Education level: Cubic],"$\beta$ = -0.09, CI~95%~[-2.1, 1.96], pd = 53.7%, ps = 49.8%, BF~10~ = 0.35",-0.09,"[-2.1, 1.96]",0.537,0.498,0.35,7439,1
Laboratory and Cellular,Creatinine,[Education level: Linear],"$\beta$ = -1.17, CI~95%~[-3.66, 1.38], pd = 81.9%, ps = 79.6%, BF~10~ = 0.66",-1.17,"[-3.66, 1.38]",0.819,0.796,0.66,8636.6,1
Laboratory and Cellular,Creatinine,[Education level: Quadratic],"$\beta$ = 0.89, CI~95%~[-1.39, 3.08], pd = 77.5%, ps = 75%, BF~10~ = 0.54",0.89,"[-1.39, 3.08]",0.775,0.75,0.54,7518.2,1
Laboratory and Cellular,Creatinine,[Fatigue scale],"$\beta$ = 0.11, CI~95%~[-0.09, 0.3], pd = 86.9%, ps = 52.7%, BF~10~ = 0.06",0.11,"[-0.09, 0.3]",0.869,0.527,0.06,14150,1
Laboratory and Cellular,Creatinine,[PCOV NoS],"$\beta$ = 0.29, CI~95%~[-0.7, 1.2], pd = 72.5%, ps = 65.1%, BF~10~ = 0.2",0.29,"[-0.7, 1.2]",0.725,0.651,0.2,7927.4,1.001
Laboratory and Cellular,Creatinine,[PCOV NoS] x [Age],"$\beta$ = -0.01, CI~95%~[-0.35, 0.33], pd = 52.9%, ps = 30.4%, BF~10~ = 0.06",-0.01,"[-0.35, 0.33]",0.529,0.304,0.06,11335.1,1
Laboratory and Cellular,Creatinine,[PCOV NoS] x [Education level: Cubic],"$\beta$ = 0.75, CI~95%~[-1.63, 3.1], pd = 73%, ps = 70.3%, BF~10~ = 0.49",0.75,"[-1.63, 3.1]",0.73,0.703,0.49,7120.8,1
Laboratory and Cellular,Creatinine,[PCOV NoS] x [Education level: Linear],"$\beta$ = -0.43, CI~95%~[-3.2, 2.64], pd = 61%, ps = 58.6%, BF~10~ = 0.54",-0.43,"[-3.2, 2.64]",0.61,0.586,0.54,6960.5,1
Laboratory and Cellular,Creatinine,[PCOV NoS] x [Education level: Quadratic],"$\beta$ = -0.58, CI~95%~[-3.17, 2.11], pd = 66.4%, ps = 63.8%, BF~10~ = 0.51",-0.58,"[-3.17, 2.11]",0.664,0.638,0.51,6798.6,1
Laboratory and Cellular,Creatinine,[PCOV NoS] x [Fatigue scale],"$\beta$ = -0.02, CI~95%~[-0.23, 0.19], pd = 56%, ps = 22.8%, BF~10~ = 0.04",-0.02,"[-0.23, 0.19]",0.56,0.228,0.04,13884.2,1
Laboratory and Cellular,Creatinine,[PCOV NoS] x [Pathologies: Diabetes (Yes)],"$\beta$ = -0.1, CI~95%~[-0.79, 0.63], pd = 61%, ps = 50.6%, BF~10~ = 0.13",-0.1,"[-0.79, 0.63]",0.61,0.506,0.13,12239.1,1
Laboratory and Cellular,Creatinine,[PCOV NoS] x [Pathologies: Dyslipidemia (Yes)],"$\beta$ = -0.74, CI~95%~[-1.41, -0.07], pd = 98.4%, ps = 96.9%, BF~10~ = 1.1",-0.74,"[-1.41, -0.07]",0.984,0.969,1.1,12424.9,1
Laboratory and Cellular,Creatinine,[PCOV NoS] x [Pathologies: Hypertension (Yes)],"$\beta$ = 0.02, CI~95%~[-0.69, 0.74], pd = 52.7%, ps = 42%, BF~10~ = 0.12",0.02,"[-0.69, 0.74]",0.527,0.42,0.12,12204.4,1
Laboratory and Cellular,Creatinine,[PCOV NoS] x [Pathologies: Obesity (Yes)],"$\beta$ = -0.07, CI~95%~[-0.87, 0.74], pd = 56.6%, ps = 46.9%, BF~10~ = 0.14",-0.07,"[-0.87, 0.74]",0.566,0.469,0.14,11864.8,1
Laboratory and Cellular,Creatinine,[PCOV NoS] x [Sex: Female],"$\beta$ = -0.15, CI~95%~[-0.69, 0.4], pd = 71.9%, ps = 57.8%, BF~10~ = 0.1",-0.15,"[-0.69, 0.4]",0.719,0.578,0.1,13271.2,1
Laboratory and Cellular,Creatinine,[PCOV NoV],"$\beta$ = -0.18, CI~95%~[-1.29, 0.82], pd = 63.4%, ps = 56.4%, BF~10~ = 0.2",-0.18,"[-1.29, 0.82]",0.634,0.564,0.2,7288.8,1
Laboratory and Cellular,Creatinine,[PCOV NoV] x [Age],"$\beta$ = -0.28, CI~95%~[-0.5, -0.05], pd = 99.2%, ps = 93.9%, BF~10~ = 0.63",-0.28,"[-0.5, -0.05]",0.992,0.939,0.63,14205.7,1
Laboratory and Cellular,Creatinine,[PCOV NoV] x [Education level: Cubic],"$\beta$ = 1.29, CI~95%~[-0.76, 3.3], pd = 89.4%, ps = 87.5%, BF~10~ = 0.75",1.29,"[-0.76, 3.3]",0.894,0.875,0.75,8716.5,1
Laboratory and Cellular,Creatinine,[PCOV NoV] x [Education level: Linear],"$\beta$ = 0.72, CI~95%~[-1.72, 2.96], pd = 72.9%, ps = 70.3%, BF~10~ = 0.5",0.72,"[-1.72, 2.96]",0.729,0.703,0.5,8908.5,1
Laboratory and Cellular,Creatinine,[PCOV NoV] x [Education level: Quadratic],"$\beta$ = -1.79, CI~95%~[-4.39, 0.86], pd = 90.9%, ps = 89.8%, BF~10~ = 1.11",-1.79,"[-4.39, 0.86]",0.909,0.898,1.11,8789.7,1
Laboratory and Cellular,Creatinine,[PCOV NoV] x [Fatigue scale],"$\beta$ = -0.28, CI~95%~[-0.51, -0.05], pd = 99.2%, ps = 94.2%, BF~10~ = 0.68",-0.28,"[-0.51, -0.05]",0.992,0.942,0.68,14532.7,1
Laboratory and Cellular,Creatinine,[PCOV NoV] x [Pathologies: Diabetes (Yes)],"$\beta$ = -0.18, CI~95%~[-0.85, 0.45], pd = 70.8%, ps = 59.5%, BF~10~ = 0.13",-0.18,"[-0.85, 0.45]",0.708,0.595,0.13,13985,1
Laboratory and Cellular,Creatinine,[PCOV NoV] x [Pathologies: Dyslipidemia (Yes)],"$\beta$ = -0.16, CI~95%~[-0.85, 0.5], pd = 68.3%, ps = 56.9%, BF~10~ = 0.13",-0.16,"[-0.85, 0.5]",0.683,0.569,0.13,12107,1
Laboratory and Cellular,Creatinine,[PCOV NoV] x [Pathologies: Hypertension (Yes)],"$\beta$ = 0.52, CI~95%~[-0.08, 1.13], pd = 95.3%, ps = 91.4%, BF~10~ = 0.41",0.52,"[-0.08, 1.13]",0.953,0.914,0.41,13053.1,1
Laboratory and Cellular,Creatinine,[PCOV NoV] x [Pathologies: Obesity (Yes)],"$\beta$ = -0.24, CI~95%~[-1.02, 0.55], pd = 73%, ps = 63.8%, BF~10~ = 0.16",-0.24,"[-1.02, 0.55]",0.73,0.638,0.16,12337.7,1
Laboratory and Cellular,Creatinine,[PCOV NoV] x [Sex: Female],"$\beta$ = 0.16, CI~95%~[-0.32, 0.63], pd = 75%, ps = 59.9%, BF~10~ = 0.1",0.16,"[-0.32, 0.63]",0.75,0.599,0.1,14972.8,1
Laboratory and Cellular,Creatinine,[PCOV Severity Score],"$\beta$ = -0.79, CI~95%~[-1.67, 0.07], pd = 96.2%, ps = 94.2%, BF~10~ = 0.74",-0.79,"[-1.67, 0.07]",0.962,0.942,0.74,7766.2,1.001
Laboratory and Cellular,Creatinine,[PCOV Severity Score] x [Age],"$\beta$ = -0.05, CI~95%~[-0.39, 0.26], pd = 62.8%, ps = 38.5%, BF~10~ = 0.06",-0.05,"[-0.39, 0.26]",0.628,0.385,0.06,11142.5,1
Laboratory and Cellular,Creatinine,[PCOV Severity Score] x [Education level: Cubic],"$\beta$ = 0.37, CI~95%~[-1.65, 2.29], pd = 64.1%, ps = 60.3%, BF~10~ = 0.37",0.37,"[-1.65, 2.29]",0.641,0.603,0.37,7219.1,1
Laboratory and Cellular,Creatinine,[PCOV Severity Score] x [Education level: Linear],"$\beta$ = 1.85, CI~95%~[-0.68, 4.31], pd = 92.6%, ps = 91.5%, BF~10~ = 1.28",1.85,"[-0.68, 4.31]",0.926,0.915,1.28,7208.1,1.001
Laboratory and Cellular,Creatinine,[PCOV Severity Score] x [Education level: Quadratic],"$\beta$ = -0.8, CI~95%~[-2.77, 1.22], pd = 78.5%, ps = 75.6%, BF~10~ = 0.48",-0.8,"[-2.77, 1.22]",0.785,0.756,0.48,7756.1,1
Laboratory and Cellular,Creatinine,[PCOV Severity Score] x [Fatigue scale],"$\beta$ = -0.3, CI~95%~[-0.53, -0.09], pd = 99.6%, ps = 96.3%, BF~10~ = 1.42",-0.3,"[-0.53, -0.09]",0.996,0.963,1.42,14469,1
Laboratory and Cellular,Creatinine,[PCOV Severity Score] x [Pathologies: Diabetes (Yes)],"$\beta$ = 0.45, CI~95%~[-0.23, 1.12], pd = 90%, ps = 83.9%, BF~10~ = 0.27",0.45,"[-0.23, 1.12]",0.9,0.839,0.27,12565,1
Laboratory and Cellular,Creatinine,[PCOV Severity Score] x [Pathologies: Dyslipidemia (Yes)],"$\beta$ = 0.37, CI~95%~[-0.3, 0.95], pd = 87.5%, ps = 80.3%, BF~10~ = 0.21",0.37,"[-0.3, 0.95]",0.875,0.803,0.21,12957.4,1
Laboratory and Cellular,Creatinine,[PCOV Severity Score] x [Pathologies: Hypertension (Yes)],"$\beta$ = 0.04, CI~95%~[-0.54, 0.59], pd = 55%, ps = 41.5%, BF~10~ = 0.1",0.04,"[-0.54, 0.59]",0.55,0.415,0.1,10987.8,1
Laboratory and Cellular,Creatinine,[PCOV Severity Score] x [Pathologies: Obesity (Yes)],"$\beta$ = -0.02, CI~95%~[-1, 0.99], pd = 51.8%, ps = 43.9%, BF~10~ = 0.17",-0.02,"[-1, 0.99]",0.518,0.439,0.17,13595.7,1
Laboratory and Cellular,Creatinine,[PCOV Severity Score] x [Sex: Female],"$\beta$ = 0.37, CI~95%~[-0.12, 0.87], pd = 93.1%, ps = 85.6%, BF~10~ = 0.24",0.37,"[-0.12, 0.87]",0.931,0.856,0.24,12714.7,1
Laboratory and Cellular,Creatinine,[Pathologies: Diabetes (Yes)],"$\beta$ = 0.69, CI~95%~[0.04, 1.36], pd = 97.8%, ps = 95.9%, BF~10~ = 0.9",0.69,"[0.04, 1.36]",0.978,0.959,0.9,12573.6,1
Laboratory and Cellular,Creatinine,[Pathologies: Dyslipidemia (Yes)],"$\beta$ = 1.04, CI~95%~[0.24, 1.82], pd = 99.5%, ps = 99%, BF~10~ = 3.54",1.04,"[0.24, 1.82]",0.995,0.99,3.54,12411.5,1
Laboratory and Cellular,Creatinine,[Pathologies: Hypertension (Yes)],"$\beta$ = 0.31, CI~95%~[-0.19, 0.84], pd = 88.4%, ps = 78.9%, BF~10~ = 0.18",0.31,"[-0.19, 0.84]",0.884,0.789,0.18,13136.7,1
Laboratory and Cellular,Creatinine,[Pathologies: Obesity (Yes)],"$\beta$ = -0.67, CI~95%~[-1.48, 0.17], pd = 94.5%, ps = 91.2%, BF~10~ = 0.48",-0.67,"[-1.48, 0.17]",0.945,0.912,0.48,11884.1,1
Laboratory and Cellular,Creatinine,[Sex: Female],"$\beta$ = -1.19, CI~95%~[-1.63, -0.77], pd = 100%, ps = 100%, BF~10~ = 9208.89",-1.19,"[-1.63, -0.77]",1,1,9208.89,13042.7,1
Laboratory and Cellular,Eosinophils,[Age],"$\beta$ = 0.28, CI~95%~[0.02, 0.55], pd = 98%, ps = 90.9%, BF~10~ = 0.37",0.28,"[0.02, 0.55]",0.98,0.909,0.37,12722,1.001
Laboratory and Cellular,Eosinophils,[Education level: Cubic],"$\beta$ = -0.18, CI~95%~[-2.37, 1.87], pd = 56.7%, ps = 53.4%, BF~10~ = 0.38",-0.18,"[-2.37, 1.87]",0.567,0.534,0.38,9228.1,1
Laboratory and Cellular,Eosinophils,[Education level: Linear],"$\beta$ = 0.11, CI~95%~[-2.64, 2.63], pd = 53.3%, ps = 50.2%, BF~10~ = 0.44",0.11,"[-2.64, 2.63]",0.533,0.502,0.44,9263,1
Laboratory and Cellular,Eosinophils,[Education level: Quadratic],"$\beta$ = -0.26, CI~95%~[-2.71, 1.91], pd = 58.6%, ps = 55.3%, BF~10~ = 0.41",-0.26,"[-2.71, 1.91]",0.586,0.553,0.41,9396.9,1
Laboratory and Cellular,Eosinophils,[Fatigue scale],"$\beta$ = -0.17, CI~95%~[-0.37, 0.04], pd = 94.9%, ps = 75.7%, BF~10~ = 0.14",-0.17,"[-0.37, 0.04]",0.949,0.757,0.14,14191.2,1
Laboratory and Cellular,Eosinophils,[PCOV NoS],"$\beta$ = 0.06, CI~95%~[-0.93, 1.05], pd = 55%, ps = 46.8%, BF~10~ = 0.17",0.06,"[-0.93, 1.05]",0.55,0.468,0.17,9162.1,1
Laboratory and Cellular,Eosinophils,[PCOV NoS] x [Age],"$\beta$ = -0.45, CI~95%~[-0.8, -0.09], pd = 99.5%, ps = 97.4%, BF~10~ = 1.19",-0.45,"[-0.8, -0.09]",0.995,0.974,1.19,12209.5,1
Laboratory and Cellular,Eosinophils,[PCOV NoS] x [Education level: Cubic],"$\beta$ = 1.27, CI~95%~[-1.22, 3.62], pd = 85.1%, ps = 83.1%, BF~10~ = 0.71",1.27,"[-1.22, 3.62]",0.851,0.831,0.71,8622.9,1
Laboratory and Cellular,Eosinophils,[PCOV NoS] x [Education level: Linear],"$\beta$ = -1.6, CI~95%~[-4.48, 1.43], pd = 85.4%, ps = 83.8%, BF~10~ = 0.91",-1.6,"[-4.48, 1.43]",0.854,0.838,0.91,8194.9,1
Laboratory and Cellular,Eosinophils,[PCOV NoS] x [Education level: Quadratic],"$\beta$ = -0.62, CI~95%~[-3.23, 2.05], pd = 67.6%, ps = 64.8%, BF~10~ = 0.5",-0.62,"[-3.23, 2.05]",0.676,0.648,0.5,8090.5,1
Laboratory and Cellular,Eosinophils,[PCOV NoS] x [Fatigue scale],"$\beta$ = -0.14, CI~95%~[-0.38, 0.09], pd = 89%, ps = 63.9%, BF~10~ = 0.09",-0.14,"[-0.38, 0.09]",0.89,0.639,0.09,12918.1,1
Laboratory and Cellular,Eosinophils,[PCOV NoS] x [Pathologies: Diabetes (Yes)],"$\beta$ = -0.12, CI~95%~[-0.86, 0.62], pd = 62.2%, ps = 52%, BF~10~ = 0.13",-0.12,"[-0.86, 0.62]",0.622,0.52,0.13,12552.6,1
Laboratory and Cellular,Eosinophils,[PCOV NoS] x [Pathologies: Dyslipidemia (Yes)],"$\beta$ = 0.65, CI~95%~[-0.1, 1.34], pd = 95.8%, ps = 93%, BF~10~ = 0.54",0.65,"[-0.1, 1.34]",0.958,0.93,0.54,14388.8,1
Laboratory and Cellular,Eosinophils,[PCOV NoS] x [Pathologies: Hypertension (Yes)],"$\beta$ = 0.08, CI~95%~[-0.68, 0.82], pd = 57.9%, ps = 47.8%, BF~10~ = 0.13",0.08,"[-0.68, 0.82]",0.579,0.478,0.13,12308.6,1
Laboratory and Cellular,Eosinophils,[PCOV NoS] x [Pathologies: Obesity (Yes)],"$\beta$ = 0.38, CI~95%~[-0.48, 1.22], pd = 80.9%, ps = 74.1%, BF~10~ = 0.22",0.38,"[-0.48, 1.22]",0.809,0.741,0.22,13467.4,1
Laboratory and Cellular,Eosinophils,[PCOV NoS] x [Sex: Female],"$\beta$ = 0.34, CI~95%~[-0.26, 0.9], pd = 87.4%, ps = 78.8%, BF~10~ = 0.19",0.34,"[-0.26, 0.9]",0.874,0.788,0.19,13532.1,1
Laboratory and Cellular,Eosinophils,[PCOV NoV],"$\beta$ = -0.26, CI~95%~[-1.33, 0.85], pd = 67.7%, ps = 61.5%, BF~10~ = 0.22",-0.26,"[-1.33, 0.85]",0.677,0.615,0.22,7866.3,1
Laboratory and Cellular,Eosinophils,[PCOV NoV] x [Age],"$\beta$ = 0.05, CI~95%~[-0.18, 0.3], pd = 67.6%, ps = 35.6%, BF~10~ = 0.04",0.05,"[-0.18, 0.3]",0.676,0.356,0.04,14158.7,1
Laboratory and Cellular,Eosinophils,[PCOV NoV] x [Education level: Cubic],"$\beta$ = 0.53, CI~95%~[-1.56, 2.67], pd = 68.8%, ps = 65.4%, BF~10~ = 0.4",0.53,"[-1.56, 2.67]",0.688,0.654,0.4,10278.3,1
Laboratory and Cellular,Eosinophils,[PCOV NoV] x [Education level: Linear],"$\beta$ = 1.22, CI~95%~[-1.21, 3.64], pd = 83.5%, ps = 81.5%, BF~10~ = 0.68",1.22,"[-1.21, 3.64]",0.835,0.815,0.68,7811.7,1.001
Laboratory and Cellular,Eosinophils,[PCOV NoV] x [Education level: Quadratic],"$\beta$ = -1.12, CI~95%~[-3.67, 1.58], pd = 78.8%, ps = 76.6%, BF~10~ = 0.64",-1.12,"[-3.67, 1.58]",0.788,0.766,0.64,9810,1
Laboratory and Cellular,Eosinophils,[PCOV NoV] x [Fatigue scale],"$\beta$ = 0.1, CI~95%~[-0.15, 0.34], pd = 78.3%, ps = 48.6%, BF~10~ = 0.06",0.1,"[-0.15, 0.34]",0.783,0.486,0.06,14647,1
Laboratory and Cellular,Eosinophils,[PCOV NoV] x [Pathologies: Diabetes (Yes)],"$\beta$ = -0.13, CI~95%~[-0.82, 0.53], pd = 65.5%, ps = 53.6%, BF~10~ = 0.12",-0.13,"[-0.82, 0.53]",0.655,0.536,0.12,14530.2,1
Laboratory and Cellular,Eosinophils,[PCOV NoV] x [Pathologies: Dyslipidemia (Yes)],"$\beta$ = 0.32, CI~95%~[-0.42, 1.04], pd = 81.4%, ps = 73%, BF~10~ = 0.18",0.32,"[-0.42, 1.04]",0.814,0.73,0.18,13273.7,1
Laboratory and Cellular,Eosinophils,[PCOV NoV] x [Pathologies: Hypertension (Yes)],"$\beta$ = -0.18, CI~95%~[-0.82, 0.47], pd = 69.8%, ps = 58.9%, BF~10~ = 0.13",-0.18,"[-0.82, 0.47]",0.698,0.589,0.13,12857.4,1.001
Laboratory and Cellular,Eosinophils,[PCOV NoV] x [Pathologies: Obesity (Yes)],"$\beta$ = -0.15, CI~95%~[-0.98, 0.69], pd = 63.6%, ps = 54.6%, BF~10~ = 0.15",-0.15,"[-0.98, 0.69]",0.636,0.546,0.15,12819.8,1
Laboratory and Cellular,Eosinophils,[PCOV NoV] x [Sex: Female],"$\beta$ = -0.25, CI~95%~[-0.77, 0.27], pd = 83%, ps = 72%, BF~10~ = 0.14",-0.25,"[-0.77, 0.27]",0.83,0.72,0.14,14257.4,1
Laboratory and Cellular,Eosinophils,[PCOV Severity Score],"$\beta$ = 0.07, CI~95%~[-0.82, 0.94], pd = 55.9%, ps = 47.5%, BF~10~ = 0.15",0.07,"[-0.82, 0.94]",0.559,0.475,0.15,8381.3,1
Laboratory and Cellular,Eosinophils,[PCOV Severity Score] x [Age],"$\beta$ = 0.31, CI~95%~[-0.03, 0.66], pd = 96.1%, ps = 88.9%, BF~10~ = 0.29",0.31,"[-0.03, 0.66]",0.961,0.889,0.29,12041.6,1
Laboratory and Cellular,Eosinophils,[PCOV Severity Score] x [Education level: Cubic],"$\beta$ = -0.99, CI~95%~[-2.92, 1.05], pd = 83.9%, ps = 81.5%, BF~10~ = 0.55",-0.99,"[-2.92, 1.05]",0.839,0.815,0.55,7836.3,1
Laboratory and Cellular,Eosinophils,[PCOV Severity Score] x [Education level: Linear],"$\beta$ = 0.95, CI~95%~[-1.49, 3.57], pd = 77.5%, ps = 75.2%, BF~10~ = 0.55",0.95,"[-1.49, 3.57]",0.775,0.752,0.55,7781.1,1
Laboratory and Cellular,Eosinophils,[PCOV Severity Score] x [Education level: Quadratic],"$\beta$ = 0.48, CI~95%~[-1.52, 2.49], pd = 68.4%, ps = 64.8%, BF~10~ = 0.39",0.48,"[-1.52, 2.49]",0.684,0.648,0.39,8685.5,1
Laboratory and Cellular,Eosinophils,[PCOV Severity Score] x [Fatigue scale],"$\beta$ = 0.12, CI~95%~[-0.12, 0.35], pd = 84.1%, ps = 56.7%, BF~10~ = 0.07",0.12,"[-0.12, 0.35]",0.841,0.567,0.07,13581.2,1
Laboratory and Cellular,Eosinophils,[PCOV Severity Score] x [Pathologies: Diabetes (Yes)],"$\beta$ = 0.15, CI~95%~[-0.54, 0.86], pd = 66.3%, ps = 55.7%, BF~10~ = 0.14",0.15,"[-0.54, 0.86]",0.663,0.557,0.14,12665.5,1
Laboratory and Cellular,Eosinophils,[PCOV Severity Score] x [Pathologies: Dyslipidemia (Yes)],"$\beta$ = -0.34, CI~95%~[-1.03, 0.27], pd = 85%, ps = 76.8%, BF~10~ = 0.19",-0.34,"[-1.03, 0.27]",0.85,0.768,0.19,14335.7,1
Laboratory and Cellular,Eosinophils,[PCOV Severity Score] x [Pathologies: Hypertension (Yes)],"$\beta$ = -0.08, CI~95%~[-0.71, 0.48], pd = 60.8%, ps = 47.7%, BF~10~ = 0.1",-0.08,"[-0.71, 0.48]",0.608,0.477,0.1,13061.6,1
Laboratory and Cellular,Eosinophils,[PCOV Severity Score] x [Pathologies: Obesity (Yes)],"$\beta$ = -0.41, CI~95%~[-1.41, 0.67], pd = 77.5%, ps = 71.8%, BF~10~ = 0.24",-0.41,"[-1.41, 0.67]",0.775,0.718,0.24,13191.4,1
Laboratory and Cellular,Eosinophils,[PCOV Severity Score] x [Sex: Female],"$\beta$ = -0.42, CI~95%~[-0.95, 0.1], pd = 94.3%, ps = 88.3%, BF~10~ = 0.3",-0.42,"[-0.95, 0.1]",0.943,0.883,0.3,13360.3,1
Laboratory and Cellular,Eosinophils,[Pathologies: Diabetes (Yes)],"$\beta$ = 0.13, CI~95%~[-0.57, 0.84], pd = 63.6%, ps = 52.7%, BF~10~ = 0.12",0.13,"[-0.57, 0.84]",0.636,0.527,0.12,13526.5,1
Laboratory and Cellular,Eosinophils,[Pathologies: Dyslipidemia (Yes)],"$\beta$ = -0.76, CI~95%~[-1.59, 0.07], pd = 96.3%, ps = 94.3%, BF~10~ = 0.74",-0.76,"[-1.59, 0.07]",0.963,0.943,0.74,13325.2,1
Laboratory and Cellular,Eosinophils,[Pathologies: Hypertension (Yes)],"$\beta$ = 0.03, CI~95%~[-0.52, 0.58], pd = 54.8%, ps = 40%, BF~10~ = 0.09",0.03,"[-0.52, 0.58]",0.548,0.4,0.09,12616.5,1
Laboratory and Cellular,Eosinophils,[Pathologies: Obesity (Yes)],"$\beta$ = -0.03, CI~95%~[-0.89, 0.86], pd = 52.4%, ps = 43.9%, BF~10~ = 0.16",-0.03,"[-0.89, 0.86]",0.524,0.439,0.16,13736.9,1.001
Laboratory and Cellular,Eosinophils,[Sex: Female],"$\beta$ = 0.01, CI~95%~[-0.45, 0.47], pd = 51.7%, ps = 34.8%, BF~10~ = 0.08",0.01,"[-0.45, 0.47]",0.517,0.348,0.08,12689.7,1
